raining,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.538668125824,0.588949368733,0.610834009934,0.683369801931,0.625193013461,0.676124142118,0.733575782251,0.807095479548,0.86773746764,1.0
writings,nan,nan,nan,nan,nan,nan,nan,0.25968317329,0.342175326237,0.338437754397,0.366542641226,0.446941999379,0.494833666102,0.565867026999,0.595557907019,0.633194862446,0.672106436547,0.767907099046,1.0
yellow,nan,nan,nan,0.3551491875,0.455773123259,0.506487357784,0.494544752264,0.533721964749,0.638466429963,0.667923694262,0.667066937124,0.672920527795,0.666455676472,0.724487740715,0.731891921001,0.779948089309,0.824709447646,0.837366788614,1.0
four,0.440153886111,0.470981362963,0.593690148236,0.568130083817,0.678094586907,0.688037383357,0.692644514698,0.719928840262,0.751523106022,0.818530857676,0.795776878694,0.826284634508,0.828480674832,0.820101023813,0.877127068574,0.892116077624,0.901032855081,0.940329761488,1.0
woods,nan,0.336523255897,0.43976516742,0.529589802716,0.596493190221,0.594710730588,0.630092111924,0.651897766784,0.664240840306,0.691889967035,0.71265547355,0.729417293749,0.70860495106,0.740793956672,0.806204380588,0.83698839431,0.833235577463,0.905799055831,1.0
preface,nan,nan,nan,nan,nan,nan,nan,0.370146626983,0.393119830023,0.390377903163,0.450724828332,0.485831459517,0.471349648348,0.540372752381,0.600067839058,0.609091413805,0.645022974155,0.799597215715,1.0
marching,nan,nan,nan,nan,nan,nan,nan,nan,0.535753434516,0.547224509585,0.497672089198,0.5350098882,0.486986128135,0.528720864783,0.582044144887,0.692294936113,0.683679519074,0.762137290642,1.0
looking,0.429630320427,0.4878373923,0.503329728144,0.506114481493,0.609816108358,0.597680392739,0.599215384804,0.625015035536,0.631755668182,0.663324587204,0.676040199794,0.68481692702,0.651014022976,0.671666336074,0.740534852872,0.699264198557,0.756347990469,0.862031601818,1.0
eligible,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.335604686277,0.402803224218,0.457585321654,0.625750945873,1.0
rouse,nan,nan,nan,nan,nan,nan,nan,nan,0.523464009981,0.529480062591,0.595560573296,0.623666438987,0.575762775395,0.565472651651,0.676719687074,0.716185487506,0.76790020835,0.837543380695,1.0
scold,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.519923654703,nan,0.459142635558,nan,nan,0.571534247607,0.568788832555,0.637648461319,0.76595383125,1.0
lore,nan,nan,nan,nan,nan,nan,nan,0.385151359005,0.445050055971,0.365494689494,0.457798565259,0.526620510613,0.584427646665,0.523728128631,0.671922123711,0.717218892209,0.740958082532,0.815516400093,1.0
lord,0.131671868172,0.331158120605,0.441233592192,0.464979230589,0.565499201105,0.591763563497,0.616671860804,0.573940091493,0.606526100146,0.549615097137,0.691950414352,0.676115906206,0.679688990648,0.733548559219,0.766515976483,0.75081403335,0.801546811571,0.860344584725,1.0
meadows,nan,nan,nan,nan,nan,nan,nan,0.51238230777,0.535461087335,0.570655747528,0.553606334544,0.543412701881,0.596789208771,0.622533608607,0.656707300066,0.701913014066,0.743505309672,0.828138154762,1.0
sinking,nan,nan,nan,0.432621969561,0.436019928752,0.482403345936,0.503850483398,0.57925612743,0.614390465473,0.617873812455,0.633011491117,0.61694906102,0.646996852675,0.600201032184,0.631996669773,0.733394857797,0.763699831844,0.846627447751,1.0
