Id;Label;AltLabel;color
1117;Reed Helen;Node_alt_1117;#79C074
1118;Reid Elizabeth;Node_alt_1118;#79C074
1119;Remick Grace;Node_alt_1119;#79C074
1120;Reynolds George;Node_alt_1120;#ED6869
1121;Reynolds Sheri;Node_alt_1121;#79C074
1122;Rhodes Eugene;Node_alt_1122;#ED6869
1123;Rice Alfred;Node_alt_1123;#ED6869
1124;Rice George;Node_alt_1124;#ED6869
1125;Richardson Albert;Node_alt_1125;#ED6869
1126;Richardson Dorothy;Node_alt_1126;#79C074
1127;Richardson Sarah;Node_alt_1127;#79C074
1128;Rich Charles;Node_alt_1128;#ED6869
1129;Richmond Grace;Node_alt_1129;#79C074
1130;Richter Conrad;Node_alt_1130;#ED6869
1131;Riddle Albert;Node_alt_1131;#ED6869
1132;Rihani Ameen;Node_alt_1132;#ED6869
1133;Riley Henry;Node_alt_1133;#ED6869
1134;Ritchie Eric;Node_alt_1134;#ED6869
1135;Rives Hallie;Node_alt_1135;#79C074
1136;Robin Gallienne;Node_alt_1136;#79C074
1137;Robinson CH;Node_alt_1137;#ED6869
1138;Robinson Eliot;Node_alt_1138;#ED6869
1139;Roche Arthur;Node_alt_1139;#ED6869
1140;Roffey Monique;Node_alt_1140;#79C074
1141;Roosevelt Wyn;Node_alt_1141;#ED6869
1142;Roper Edward;Node_alt_1142;#ED6869
1143;Rosebery Lord;Node_alt_1143;#ED6869
1144;Ross Albert;Node_alt_1144;#ED6869
1145;Ross Frederick;Node_alt_1145;#ED6869
1146;Rowland Helen;Node_alt_1146;#79C074
1147;Rubens Bernice;Node_alt_1147;#79C074
1148;Rubio Gwyn Hyman;Node_alt_1148;#79C074
1149;Ruck Berta;Node_alt_1149;#79C074
1150;Russell Dora;Node_alt_1150;#79C074
1151;Ruxton George;Node_alt_1151;#ED6869
1152;Saer Juan José;Node_alt_1152;#ED6869
1153;Saul Jack;Node_alt_1153;#ED6869
1154;Scott Paul;Node_alt_1154;#ED6869
1155;Selvon Sam;Node_alt_1155;#ED6869
1156;Sembène Ousmane;Node_alt_1156;#ED6869
1157;Shaara Michael;Node_alt_1157;#ED6869
1158;Shah Bina;Node_alt_1158;#79C074
1159;Sinclair Upton;Node_alt_1159;#ED6869
1160;Sionil Jose F;Node_alt_1160;#ED6869
1161;Sirees Nihad;Node_alt_1161;#ED6869
1162;Sirleaf Ellen Johnson;Node_alt_1162;#79C074
1163;Smiley Jane;Node_alt_1163;#79C074
1164;Solares Martin;Node_alt_1164;#ED6869
1165;Ibrahim Sonallah;Node_alt_1165;#ED6869
1166;Soueif Ahdaf;Node_alt_1166;#79C074
1167;Stead Christina;Node_alt_1167;#79C074
1168;Storey David;Node_alt_1168;#ED6869
1169;Stribling Thomas Sigismund;Node_alt_1169;#ED6869
1170;Sudbanthad Pitchaya;Node_alt_1170;#ED6869
1171;Susann Jacqueline;Node_alt_1171;#79C074
1172;Swift Graham;Node_alt_1172;#ED6869
1173;Syjuco Miguel;Node_alt_1173;#ED6869
1174;Tademy Lalita;Node_alt_1174;#79C074
1175;Taylor Bayard;Node_alt_1175;#ED6869
1176;Taylor Peter;Node_alt_1176;#ED6869
1177;Taylor Robert Lewis;Node_alt_1177;#ED6869
1178;Tekin Latife;Node_alt_1178;#79C074
1179;Thurman Wallace;Node_alt_1179;#ED6869
1180;Toer Pramoedya Ananta;Node_alt_1180;#ED6869
1181;Turner Ethel;Node_alt_1181;#79C074
1182;Tynan Katharine;Node_alt_1182;#79C074
1183;Unsworth Barry;Node_alt_1183;#ED6869
1184;Upadhyay Samrat;Node_alt_1184;#ED6869
1185;Volpi Jorge;Node_alt_1185;#ED6869
1186;Warren Robert Penn;Node_alt_1186;#ED6869
1187;Welsapar Ak;Node_alt_1187;#ED6869
1188;Wendt Albert;Node_alt_1188;#ED6869
1189;West Dorothy;Node_alt_1189;#79C074
1190;Wilson Margaret;Node_alt_1190;#79C074
1191;Wright Stephen;Node_alt_1191;#ED6869
1192;Wroblewski David;Node_alt_1192;#ED6869
1193;Yates Dornford;Node_alt_1193;#ED6869
1194;Yefremov Ivan;Node_alt_1194;#ED6869
1195;Yong Jin;Node_alt_1195;#ED6869
1196;Young Lani Wendt;Node_alt_1196;#79C074
1197;Ayatsuji Yukito;Node_alt_1197;#ED6869
1198;Groom Winston;Node_alt_1198;#ED6869
1199;McBride James;Node_alt_1199;#ED6869
1200;Akhtar Ayad;Node_alt_1200;#ED6869
1201;Lerner Ben;Node_alt_1201;#ED6869
1202;Barry Kevin;Node_alt_1202;#ED6869
1203;Orange Tommy;Node_alt_1203;#ED6869
1204;Mahajan Karan;Node_alt_1204;#ED6869
1205;McGuire Ian;Node_alt_1205;#ED6869
1206;Hertmans Stefan;Node_alt_1206;#ED6869
1207;Sharma Akhil;Node_alt_1207;#ED6869
1208;Klay Phil;Node_alt_1208;#ED6869
1209;Powers Kevin;Node_alt_1209;#ED6869
1210;Harbach Chad;Node_alt_1210;#ED6869
1211;Washington Bryan;Node_alt_1211;#ED6869
1212;Cline Ernest;Node_alt_1212;#ED6869
1213;Lanchester John;Node_alt_1213;#ED6869
1214;Washburn Kawai;Node_alt_1214;#ED6869
1215;Taylor Brandon;Node_alt_1215;#ED6869
1216;McCann Colum;Node_alt_1216;#ED6869
1217;Greenwell Garth;Node_alt_1217;#ED6869
1218;Vuong Ocean;Node_alt_1218;#ED6869
1219;Johnson Denis;Node_alt_1219;#ED6869
1220;Yates Christopher;Node_alt_1220;#ED6869
1221;Winters Ben;Node_alt_1221;#ED6869
1222;Haslett Adam;Node_alt_1222;#ED6869
1223;Barrett Colin;Node_alt_1223;#ED6869
1224;Baxter Charles;Node_alt_1224;#ED6869
1225;Hemon Aleksandar;Node_alt_1225;#ED6869
1226;Petterson Per;Node_alt_1226;#ED6869
1227;Tóibín Colm;Node_alt_1227;#ED6869
1228;House Richard;Node_alt_1228;#ED6869
1229;Shacochis Bob;Node_alt_1229;#ED6869
1230;Meyer Philipp;Node_alt_1230;#ED6869
1231;Barry Sebastian;Node_alt_1231;#ED6869
1232;Lavalle Victor;Node_alt_1232;#ED6869
1233;Kunzru Hari;Node_alt_1233;#ED6869
1234;Coovadia Imraan;Node_alt_1234;#ED6869
1235;Addonia Sulaiman;Node_alt_1235;#ED6869
1236;Iweala Uzodinma;Node_alt_1236;#ED6869
1237;Nwokolo Chuma;Node_alt_1237;#ED6869
1238;Murray Paul;Node_alt_1238;#ED6869
1239;Maupin Armistead;Node_alt_1239;#ED6869
1240;Beauman Ned;Node_alt_1240;#ED6869
1241;Temple Peter;Node_alt_1241;#ED6869
1242;Neville Stuart;Node_alt_1242;#ED6869
1243;Harrison MJ;Node_alt_1243;#ED6869
1244;Porter Max;Node_alt_1244;#ED6869
1245;Meek James;Node_alt_1245;#ED6869
1246;Remoto Danton;Node_alt_1246;#ED6869
1247;Vargas Jose F;Node_alt_1247;#ED6869
1248;Lee Chang-rae;Node_alt_1248;#ED6869
1249;Kimani Peter;Node_alt_1249;#ED6869
1250;Burnet Macrae Graeme;Node_alt_1250;#ED6869
1251;Kingsnorth Paul;Node_alt_1251;#ED6869
1252;Szalay David;Node_alt_1252;#ED6869
1253;Enrigue Alvaro;Node_alt_1253;#ED6869
1254;MacNeil Kevin;Node_alt_1254;#ED6869
1255;Rothmann Ralf;Node_alt_1255;#ED6869
1256;MacLaverty Bernard;Node_alt_1256;#ED6869
1257;Bjørnson Bjørnstjerne;Node_alt_1257;#ED6869
1258;Heyse Paul;Node_alt_1258;#ED6869
1259;Hauptmann Gerhart;Node_alt_1259;#ED6869
1260;Rolland Romain;Node_alt_1260;#ED6869
1261;Reymont Wladyslaw;Node_alt_1261;#ED6869
1262;Undset Sigrid;Node_alt_1262;#79C074
1263;Galsworthy John;Node_alt_1263;#ED6869
1264;Bunin Ivan;Node_alt_1264;#ED6869
1265;du Gard Roger;Node_alt_1265;#ED6869
1266;Sillanpää Frans;Node_alt_1266;#ED6869
1267;Mauriac François;Node_alt_1267;#ED6869
1268;Andrić Ivo;Node_alt_1268;#ED6869
1269;Simon Claude;Node_alt_1269;#ED6869
1270;Jelinek Elfriede;Node_alt_1270;#79C074
1271;Le Clezio JMG;Node_alt_1271;#ED6869
1272;Spark Muriel;Node_alt_1272;#79C074
1273;Barker AL;Node_alt_1273;#79C074
1274;Bowen Elizabeth;Node_alt_1274;#79C074
1275;Hazzard Shirley;Node_alt_1275;#79C074
1276;Robinson Derek;Node_alt_1276;#ED6869
1277;Taylor Elizabeth;Node_alt_1277;#79C074
1278;Berger John;Node_alt_1278;#ED6869
1279;Bainbridge Beryl;Node_alt_1279;#79C074
1280;Trevor William;Node_alt_1280;#ED6869
1281;Blackwood Caroline;Node_alt_1281;#79C074
1282;Pym Barbara;Node_alt_1282;#79C074
1283;Gardam Jane;Node_alt_1283;#79C074
1284;Weldon Fay;Node_alt_1284;#79C074
1285;Burgess Anthony;Node_alt_1285;#ED6869
1286;Carr JL;Node_alt_1286;#ED6869
1287;Keane Molly;Node_alt_1287;#79C074
1288;Thomas DM;Node_alt_1288;#ED6869
1289;Boyd William;Node_alt_1289;#ED6869
1290;Bradbury Malcolm;Node_alt_1290;#ED6869
1291;Fuller John;Node_alt_1291;#ED6869
1292;Lodge David;Node_alt_1292;#ED6869
1293;Davies Robertson;Node_alt_1293;#ED6869
1294;Ackroyd Peter;Node_alt_1294;#ED6869
1295;Bedford Sybille;Node_alt_1295;#79C074
1296;Kelman James;Node_alt_1296;#ED6869
1297;Tremain Rose;Node_alt_1297;#79C074
1298;McGahern John;Node_alt_1298;#ED6869
1299;Moore Brian;Node_alt_1299;#ED6869
1300;Amis Martin;Node_alt_1300;#ED6869
1301;McCabe Patrick;Node_alt_1301;#ED6869
1302;Fischer Tibor;Node_alt_1302;#ED6869
1303;Crace Jim;Node_alt_1303;#ED6869
1304;Jackson Mick;Node_alt_1304;#ED6869
1305;Parks Tim;Node_alt_1305;#ED6869
1306;Booth Martin;Node_alt_1306;#ED6869
1307;Mills Magnus;Node_alt_1307;#ED6869
1308;Frayn Michael;Node_alt_1308;#ED6869
1309;Azzopardi Trezza;Node_alt_1309;#79C074
1310;Kneale Matthew;Node_alt_1310;#ED6869
1311;Seiffert Rachel;Node_alt_1311;#79C074
1312;Smith Ali;Node_alt_1312;#79C074
1313;Galgut Damon;Node_alt_1313;#ED6869
1314;Heller Zoë;Node_alt_1314;#79C074
1315;Morrall Clare;Node_alt_1315;#79C074
1316;Hall Sarah;Node_alt_1316;#79C074
1317;Woodward Gerard;Node_alt_1317;#ED6869
1318;Hyland MJ;Node_alt_1318;#79C074
1319;Barker Nicola;Node_alt_1319;#79C074
1320;Jones Lloyd;Node_alt_1320;#ED6869
1321;Sinha Indra;Node_alt_1321;#ED6869
1322;Grant Linda;Node_alt_1322;#79C074
1323;Hensher Philip;Node_alt_1323;#ED6869
1324;Toltz Steve;Node_alt_1324;#ED6869
1325;Foulds Adam;Node_alt_1325;#ED6869
1326;Mawer Simon;Node_alt_1326;#ED6869
1327;Donoghue Emma;Node_alt_1327;#79C074
1328;Levy Andrea;Node_alt_1328;#ED6869
1329;McCarthy Tom;Node_alt_1329;#ED6869
1330;Birch Carol;Node_alt_1330;#79C074
1331;deWitt Patrick;Node_alt_1331;#ED6869
1332;Edugyan Esi;Node_alt_1332;#79C074
1333;Kelman Stephen;Node_alt_1333;#ED6869
1334;Miller AD;Node_alt_1334;#ED6869
1335;Levy Deborah;Node_alt_1335;#79C074
1336;Moore Alison;Node_alt_1336;#79C074
1337;Self Will;Node_alt_1337;#ED6869
1338;Thayil Jeet;Node_alt_1338;#ED6869
1339;Ferris Joshua;Node_alt_1339;#ED6869
1340;Fowler Karen;Node_alt_1340;#79C074
1341;Sahota Sunjeev;Node_alt_1341;#ED6869
1342;Thien Madeleine;Node_alt_1342;#79C074
1343;Fridlund Emily;Node_alt_1343;#79C074
1344;Mozley Fiona;Node_alt_1344;#79C074
1345;Johnson Daisy;Node_alt_1345;#79C074
1346;Kushner Rachel;Node_alt_1346;#79C074
1347;Ellmann Lucy;Node_alt_1347;#79C074
1348;Cook Diane;Node_alt_1348;#79C074
1349;Marquand John;Node_alt_1349;#ED6869
1350;Agee James;Node_alt_1350;#ED6869
1351;Porter Katherine;Node_alt_1351;#79C074
1352;Stafford Jean;Node_alt_1352;#79C074
1353;McPherson James;Node_alt_1353;#ED6869
1354;Butler Robert;Node_alt_1354;#ED6869
1355;Egan Jennifer;Node_alt_1355;#79C074
1356;Erdrich Louise;Node_alt_1356;#79C074
1357;Škvorecký Josef;Node_alt_1357;#ED6869
1358;Frisch Max;Node_alt_1358;#ED6869
1359;Rao Raja;Node_alt_1359;#ED6869
1360;Ugrešić Dubravka;Node_alt_1360;#79C074
1361;Michon Pierre;Node_alt_1361;#ED6869
1362;Magris Claudio;Node_alt_1362;#ED6869
1363;Lustig Arnošt;Node_alt_1363;#ED6869
1364;Nádas Péter;Node_alt_1364;#ED6869
1365;Klíma Ivan;Node_alt_1365;#ED6869
