Id;Label;AltLabel;color
563;Patterson James;Node_alt_563;#ED6869
564;Pelevin Victor;Node_alt_564;#ED6869
565;Pennac Daniel;Node_alt_565;#ED6869
566;Perec Georges;Node_alt_566;#ED6869
567;Pérez-Reverte Arturo;Node_alt_567;#ED6869
568;Piglia Ricardo;Node_alt_568;#ED6869
569;Piñeiro Claudia;Node_alt_569;#79C074
570;Platonov Andrei;Node_alt_570;#ED6869
571;Queneau Raymond;Node_alt_571;#ED6869
572;El Rashidi Yasmine;Node_alt_572;#79C074
573;Revueltas José;Node_alt_573;#ED6869
574;Reyes Emma;Node_alt_574;#79C074
575;Ringland Holly;Node_alt_575;#79C074
576;Roberts Gregory;Node_alt_576;#ED6869
577;Roberts Nora;Node_alt_577;#79C074
578;Roncagliolo Santiago;Node_alt_578;#ED6869
579;Roy Arundhati;Node_alt_579;#79C074
580;Rulfo Juan;Node_alt_580;#ED6869
581;al-Sa'dawi Nawal;Node_alt_581;#79C074
582;Sabato Ernesto;Node_alt_582;#ED6869
583;Sacheri Eduardo;Node_alt_583;#ED6869
584;Sakuraba Kazuki;Node_alt_584;#79C074
585;Salih Tayeb;Node_alt_585;#ED6869
586;Salmawy Mohamed;Node_alt_586;#ED6869
587;Sánchez Clara;Node_alt_587;#79C074
588;Sansal Boualem;Node_alt_588;#ED6869
589;Sapienza Goliarda;Node_alt_589;#79C074
590;Sartre Jean-Paul;Node_alt_590;#ED6869
591;Schami Rafik;Node_alt_591;#ED6869
592;Schätzing Frank;Node_alt_592;#ED6869
593;Schweblin Samanta;Node_alt_593;#79C074
594;Sciascia Leonardo;Node_alt_594;#ED6869
595;Seghers Anna;Node_alt_595;#79C074
596;Sendker Jan-Philipp;Node_alt_596;#ED6869
597;Seth Vikram;Node_alt_597;#ED6869
598;Shafak Elif;Node_alt_598;#79C074
599;Shalamov Varlam;Node_alt_599;#ED6869
600;Shalev Meir;Node_alt_600;#ED6869
601;Shalev Zeruya;Node_alt_601;#79C074
602;Shamsie Kamila;Node_alt_602;#79C074
603;Shanbhag Vivek;Node_alt_603;#ED6869
604;She Lao;Node_alt_604;#ED6869
605;Shin Kyung-sook;Node_alt_605;#79C074
606;Shoneyin Lola;Node_alt_606;#79C074
607;Yoshida Shūichi;Node_alt_607;#ED6869
608;Sidhwa Bapsi;Node_alt_608;#79C074
609;Simsion Graeme;Node_alt_609;#ED6869
610;Singer Isaac;Node_alt_610;#ED6869
611;Singh Khushwant;Node_alt_611;#ED6869
612;Slimani Leïla;Node_alt_612;#79C074
613;Hwang Sok-yong;Node_alt_613;#ED6869
614;Sholokhov Mikhail;Node_alt_614;#ED6869
615;Sönmez Burhan;Node_alt_615;#ED6869
616;Souad Souad;Node_alt_616;#79C074
617;Soyinka Wole;Node_alt_617;#ED6869
618;Stein Gertrude;Node_alt_618;#79C074
619;St John Madeleine;Node_alt_619;#79C074
620;Stowe Harriet;Node_alt_620;#79C074
621;Sukegawa Durian;Node_alt_621;#ED6869
622;Suzuki Kōji;Node_alt_622;#ED6869
623;Swarup Vikas;Node_alt_623;#ED6869
624;Taibo II Paco Ignacio;Node_alt_624;#ED6869
625;Takagi Akimitsu;Node_alt_625;#ED6869
626;Tanizaki Jun'ichirō;Node_alt_626;#ED6869
627;Tanpınar Ahmet Hamdi;Node_alt_627;#ED6869
628;Tawada Yoko;Node_alt_628;#79C074
629;Teo Sharlene;Node_alt_629;#79C074
630;Thiong'o Ngũgĩ wa;Node_alt_630;#ED6869
631;Thúy Kim;Node_alt_631;#79C074
632;Toews Miriam;Node_alt_632;#79C074
633;Travers PL;Node_alt_633;#79C074
634;Tsiolkas Christos;Node_alt_634;#ED6869
635;Tutuola Amos;Node_alt_635;#ED6869
636;Ung Loung;Node_alt_636;#79C074
637;van Niekerk Marlene;Node_alt_637;#79C074
638;Vásquez Juan Gabriel;Node_alt_638;#ED6869
639;Verga Giovanni;Node_alt_639;#ED6869
640;Viggers Karen;Node_alt_640;#79C074
641;von Arnim Elizabeth;Node_alt_641;#79C074
642;von Kleist Heinrich;Node_alt_642;#ED6869
643;Wainaina Binyavanga;Node_alt_643;#ED6869
644;Wamariya Clemantine;Node_alt_644;#79C074
645;Wataya Risa;Node_alt_645;#79C074
646;West Morris;Node_alt_646;#ED6869
647;White Patrick;Node_alt_647;#ED6869
648;Wilder Thornton;Node_alt_648;#ED6869
649;Winton Tim;Node_alt_649;#ED6869
650;Witting Amy;Node_alt_650;#79C074
651;Wolf Christa;Node_alt_651;#79C074
652;Xiaolong Qiu;Node_alt_652;#ED6869
653;Xilonen Aura;Node_alt_653;#79C074
654;Xingjian Gao;Node_alt_654;#ED6869
655;Xueqin Cao;Node_alt_655;#ED6869
656;Yan Mo;Node_alt_656;#ED6869
657;Yehoshua Abraham;Node_alt_657;#ED6869
658;Yousafzai Malala;Node_alt_658;#79C074
659;Zail Suzy;Node_alt_659;#79C074
660;Zusak Markus;Node_alt_660;#ED6869
661;Zweig Stefan;Node_alt_661;#ED6869
662;Achaari Mohammed;Node_alt_662;#ED6869
663;Adams Douglas;Node_alt_663;#ED6869
664;Adams Richard;Node_alt_664;#ED6869
665;Ahmad Jamil;Node_alt_665;#ED6869
666;Aira César;Node_alt_666;#ED6869
667;El Akkad Omar;Node_alt_667;#ED6869
668;Akutagawa Ryunosuke;Node_alt_668;#ED6869
669;Altan Ahmet;Node_alt_669;#ED6869
670;Alvarez Julia;Node_alt_670;#79C074
671;Amis Kingsley;Node_alt_671;#ED6869
672;Anappara Deepa;Node_alt_672;#79C074
673;Andrews VC;Node_alt_673;#79C074
674;Angelou Maya;Node_alt_674;#79C074
675;Ansay A. Manette;Node_alt_675;#79C074
676;Archer Jeffrey;Node_alt_676;#ED6869
677;de Assis Machado Joaquim Maria;Node_alt_677;#ED6869
678;Bach Richard;Node_alt_678;#ED6869
679;Baldwin James;Node_alt_679;#ED6869
680;Banville John;Node_alt_680;#ED6869
681;Barker Pat;Node_alt_681;#79C074
682;Barnes Djuna;Node_alt_682;#79C074
683;Barrie James Matthew;Node_alt_683;#ED6869
684;Beatty Paul;Node_alt_684;#ED6869
685;Benchley Peter;Node_alt_685;#ED6869
686;Benedetti Mario;Node_alt_686;#ED6869
687;Binchy Maeve;Node_alt_687;#79C074
688;Blatty William;Node_alt_688;#ED6869
689;Bloch Robert;Node_alt_689;#ED6869
690;Blyton Enid;Node_alt_690;#79C074
691;Braddon Mary;Node_alt_691;#79C074
692;Bradley Marion;Node_alt_692;#79C074
693;Brink Andre;Node_alt_693;#ED6869
694;Bromfield Louis;Node_alt_694;#ED6869
695;Brontë Anne;Node_alt_695;#79C074
696;Brookner Anita;Node_alt_696;#79C074
697;Brown Fredric;Node_alt_697;#ED6869
698;Buarque Chico;Node_alt_698;#ED6869
699;Buchan John;Node_alt_699;#ED6869
700;Buck Pearl S.;Node_alt_700;#79C074
701;Burney Frances;Node_alt_701;#79C074
702;Burns Anna;Node_alt_702;#79C074
703;Burroughs Edgar;Node_alt_703;#ED6869
704;Butler Samuel;Node_alt_704;#ED6869
705;Buzzati Dino;Node_alt_705;#ED6869
706;Campbell John;Node_alt_706;#ED6869
707;Catton Eleanor;Node_alt_707;#79C074
708;Celine Louis Ferdinand;Node_alt_708;#ED6869
709;Charriere Henri;Node_alt_709;#ED6869
710;Chopin Kate;Node_alt_710;#79C074
711;Clark Mary;Node_alt_711;#79C074
712;Clavell James;Node_alt_712;#ED6869
713;Cleland John;Node_alt_713;#ED6869
714;Collins Suzanne;Node_alt_714;#79C074
715;Collins Wilkie;Node_alt_715;#ED6869
716;Dazai Osamu;Node_alt_716;#ED6869
717;Defoe Daniel;Node_alt_717;#ED6869
718;de Roberto Federico;Node_alt_718;#ED6869
719;Döblin Alfred;Node_alt_719;#ED6869
720;Doctorow EL;Node_alt_720;#ED6869
721;Doerr Anthony;Node_alt_721;#ED6869
722;Donleavy JP;Node_alt_722;#ED6869
723;Douglass Frederick;Node_alt_723;#ED6869
724;Doxiadis Apostolos;Node_alt_724;#ED6869
725;Doyle Roddy;Node_alt_725;#ED6869
726;Edgeworth Maria;Node_alt_726;#79C074
727;Ellison Ralph;Node_alt_727;#ED6869
728;Emecheta Buchi;Node_alt_728;#79C074
729;Ende Michael;Node_alt_729;#ED6869
730;Evans Nicholas;Node_alt_730;#ED6869
731;Evaristo Bernardine;Node_alt_731;#79C074
732;Fallaci Oriana;Node_alt_732;#79C074
733;Farrell James Gordon;Node_alt_733;#ED6869
734;Faye Gaël;Node_alt_734;#ED6869
735;Feiyu Bi;Node_alt_735;#ED6869
736;Melchor Fernanda;Node_alt_736;#79C074
737;Fielding Henry;Node_alt_737;#ED6869
738;Fitch Janet;Node_alt_738;#79C074
739;Fitzgerald Penelope;Node_alt_739;#79C074
740;Fontane Theodor;Node_alt_740;#ED6869
741;Forster Edward Morgan;Node_alt_741;#ED6869
742;Forsyth Frederick;Node_alt_742;#ED6869
743;Fowles John;Node_alt_743;#ED6869
744;Freeman Ru;Node_alt_744;#79C074
745;Frey James;Node_alt_745;#ED6869
746;Gaarder Jostein;Node_alt_746;#ED6869
747;Gaddis William;Node_alt_747;#ED6869
748;Galdos Benito Perez;Node_alt_748;#ED6869
749;Gardner Erle Stanley;Node_alt_749;#ED6869
750;Gaskell Elizabeth;Node_alt_750;#79C074
751;Genet Jean;Node_alt_751;#ED6869
752;Glasgow Ellen;Node_alt_752;#79C074
753;Glyn Elinor;Node_alt_753;#79C074
754;Goldsmith Oliver;Node_alt_754;#ED6869
755;Grahame Kenneth;Node_alt_755;#ED6869
756;Greer Andrew Sean;Node_alt_756;#ED6869
757;Gurnah Abdulrazak;Node_alt_757;#ED6869
758;Hachtroudi Fariba;Node_alt_758;#79C074
759;Haggard Rider;Node_alt_759;#ED6869
760;Haley Alex;Node_alt_760;#ED6869
761;Halfon Eduardo;Node_alt_761;#ED6869
762;Haratischwili Nino;Node_alt_762;#79C074
763;Harding Paul;Node_alt_763;#ED6869
764;Hašek Jaroslav;Node_alt_764;#ED6869
765;Hegi Ursula;Node_alt_765;#79C074
766;Heinlein Robert A.;Node_alt_766;#ED6869
767;Heller Joseph;Node_alt_767;#ED6869
768;Herbert Frank;Node_alt_768;#ED6869
769;Herlihy James;Node_alt_769;#ED6869
770;Hernandez Felisberto;Node_alt_770;#ED6869
771;Herrera Yuri;Node_alt_771;#ED6869
772;Heyer Georgette;Node_alt_772;#79C074
773;Higgins Jack;Node_alt_773;#ED6869
774;Hilton James;Node_alt_774;#ED6869
775;Hinton SE;Node_alt_775;#79C074
776;Hollinghurst Alan;Node_alt_776;#ED6869
777;Hume Fergus;Node_alt_777;#ED6869
778;Hustvedt Siri;Node_alt_778;#79C074
779;Jacobson Howard;Node_alt_779;#ED6869
780;James Marlon;Node_alt_780;#79C074
781;Jelloun Tahar Ben;Node_alt_781;#ED6869
782;Jhabvala Ruth Prawer;Node_alt_782;#79C074
783;Jong Erica;Node_alt_783;#79C074
784;Kadare Ismail;Node_alt_784;#ED6869
785;Kawakami Hiromi;Node_alt_785;#79C074
786;Kennedy William;Node_alt_786;#ED6869
787;Kerr Judith;Node_alt_787;#79C074
788;Khoury Elias;Node_alt_788;#ED6869
789;Kingsolver Barbara;Node_alt_789;#79C074
790;Koestler Arthur;Node_alt_790;#ED6869
791;Koonchung Chan;Node_alt_791;#79C074
792;Kuang RF;Node_alt_792;#79C074
793;Kwan Kevin;Node_alt_793;#ED6869
794;Lagerkvist Pär;Node_alt_794;#ED6869
795;Lagerlöf Selma;Node_alt_795;#79C074
796;LeBlanc Maurice;Node_alt_796;#ED6869
797;Le Fanu Sheridan;Node_alt_797;#ED6869
798;L'Engle Madeleine;Node_alt_798;#79C074
799;Lermontov Mikhail;Node_alt_799;#ED6869
800;Leskov Nikolai;Node_alt_800;#ED6869
801;Lively Penelope;Node_alt_801;#79C074
802;Li Yiyun;Node_alt_802;#79C074
803;Lowry Lois;Node_alt_803;#79C074
804;Lurie Alison;Node_alt_804;#79C074
805;MacDonald Ann-Marie;Node_alt_805;#79C074
806;Mai Que Nguyễn Phan;Node_alt_806;#79C074
807;Majumdar Megha;Node_alt_807;#79C074
808;Makumbi Nansubuga Jennifer;Node_alt_808;#79C074
809;Mantel Hilary;Node_alt_809;#79C074
810;Puzo Mario;Node_alt_810;#ED6869
811;Markaris Petros;Node_alt_811;#ED6869
812;Matar Hisham;Node_alt_812;#ED6869
813;Maturin Charles;Node_alt_813;#ED6869
814;McCourt Frank;Node_alt_814;#ED6869
815;McLeod Cynthia;Node_alt_815;#79C074
816;Metalious Grace;Node_alt_816;#79C074
817;Millhauser Steven;Node_alt_817;#ED6869
818;Mitchell Margaret;Node_alt_818;#79C074
819;Miyabe Miyuki;Node_alt_819;#79C074
820;Montgomery LM;Node_alt_820;#79C074
821;Mulisch Harry;Node_alt_821;#ED6869
822;Warren Patricia;Node_alt_822;#79C074
823;Nelson Maggie;Node_alt_823;#79C074
824;Nguyen Viet Thanh;Node_alt_824;#ED6869
825;Ondaatje Michael;Node_alt_825;#ED6869
826;Oppenheim Edward Phillips;Node_alt_826;#ED6869
827;Orczy Emma;Node_alt_827;#79C074
828;Ozeki Ruth;Node_alt_828;#79C074
829;Parkin Gaile;Node_alt_829;#79C074
830;Pasolini Pier Paolo;Node_alt_830;#ED6869
831;Bowles Paul;Node_alt_831;#ED6869
832;Pierre DBC;Node_alt_832;#ED6869
833;Powers Richard;Node_alt_833;#ED6869
834;Puig Manuel;Node_alt_834;#ED6869
835;Queen Ellery;Node_alt_835;#ED6869
836;Radcliffe Ann;Node_alt_836;#79C074
837;Rahimi Atiq;Node_alt_837;#ED6869
838;Rawlings Marjorie Kinnan;Node_alt_838;#79C074
839;Reage Pauline;Node_alt_839;#79C074
840;Reeve Clara;Node_alt_840;#79C074
841;Renault Mary;Node_alt_841;#79C074
842;Rendell Ruth;Node_alt_842;#79C074
843;Restrepo Laura;Node_alt_843;#79C074
844;Rhys Jean;Node_alt_844;#79C074
845;Rice Anne;Node_alt_845;#79C074
846;Richardson Samuel;Node_alt_846;#ED6869
847;Robbins Harold;Node_alt_847;#ED6869
848;Rogers Rosemary;Node_alt_848;#79C074
849;Rong Jiang;Node_alt_849;#ED6869
850;Roth Joseph;Node_alt_850;#ED6869
851;Roth Veronica;Node_alt_851;#79C074
852;Russo Meredith;Node_alt_852;#79C074
853;Russo Richard;Node_alt_853;#ED6869
854;Sabatini Rafael;Node_alt_854;#ED6869
855;Sand George;Node_alt_855;#79C074
856;Schlink Bernhard;Node_alt_856;#ED6869
857;Schwarz Christina;Node_alt_857;#79C074
858;Segal Erich;Node_alt_858;#ED6869
859;Selasi Taiye;Node_alt_859;#79C074
860;Selvadurai Shyam;Node_alt_860;#ED6869
861;Sewell Anna;Node_alt_861;#79C074
862;Sharp Margery;Node_alt_862;#79C074
863;Sheldon Sidney;Node_alt_863;#ED6869
864;Shields Carol;Node_alt_864;#79C074
865;Shimada Soji;Node_alt_865;#ED6869
866;Shreve Anita;Node_alt_866;#79C074
867;Sienkiewicz Henryk;Node_alt_867;#ED6869
868;Smith Zadie;Node_alt_868;#79C074
869;Sontag Susan;Node_alt_869;#79C074
870;Spyri Johanna;Node_alt_870;#79C074
871;Stegner Wallace;Node_alt_871;#ED6869
872;Sterne Laurence;Node_alt_872;#ED6869
873;Stockett Kathryn;Node_alt_873;#79C074
874;Stone Irving;Node_alt_874;#ED6869
875;Stout Rex;Node_alt_875;#ED6869
876;Stuart Douglas;Node_alt_876;#ED6869
877;Styron William;Node_alt_877;#ED6869
878;Tagore Rabindranath;Node_alt_878;#ED6869
879;Tarkington Booth;Node_alt_879;#ED6869
880;Tarttelin Abigail;Node_alt_880;#79C074
881;Thirkell Angela;Node_alt_881;#79C074
882;Toole John Kennedy;Node_alt_882;#ED6869
883;Townsend Sue;Node_alt_883;#79C074
884;Trollope Anthony;Node_alt_884;#ED6869
885;Tucker Wilson;Node_alt_885;#ED6869
886;Tyler Anne;Node_alt_886;#79C074
887;Tyszka Alberto Barrera;Node_alt_887;#ED6869
888;Updike John;Node_alt_888;#ED6869
889;Van Dine SS;Node_alt_889;#ED6869
890;Vidal Gore;Node_alt_890;#ED6869
891;Villalobos Juan Pablo;Node_alt_891;#ED6869
892;Novalis Novalis;Node_alt_892;#ED6869
893;Wallace Lew;Node_alt_893;#ED6869
894;Walser Robert;Node_alt_894;#ED6869
895;Wambaugh Joseph;Node_alt_895;#ED6869
896;Wells HG;Node_alt_896;#ED6869
897;Welty Eudora;Node_alt_897;#79C074
898;Westlake Donald;Node_alt_898;#ED6869
899;Whitehead Colson;Node_alt_899;#ED6869
900;Winfrey Oprah;Node_alt_900;#79C074
901;Wouk Herman;Node_alt_901;#ED6869
902;Wyndham John;Node_alt_902;#ED6869
903;Young William;Node_alt_903;#ED6869
904;Zambra Alejandro;Node_alt_904;#ED6869
905;Faber Michael;Node_alt_905;#ED6869
906;Butler Octavia;Node_alt_906;#79C074
907;Miller Madeline;Node_alt_907;#79C074
908;Serrano Marcela;Node_alt_908;#79C074
909;Smith Wilbur;Node_alt_909;#ED6869
910;Aboulela Leila;Node_alt_910;#79C074
911;Acker Kathy;Node_alt_911;#79C074
912;Adam Claire;Node_alt_912;#79C074
913;Ali Monica;Node_alt_913;#79C074
914;Alsanea Rajaa;Node_alt_914;#79C074
915;al-Shaykh Hanan;Node_alt_915;#79C074
916;Mutis Álvaro;Node_alt_916;#ED6869
917;Nhật Ánh Nguyễn;Node_alt_917;#ED6869
918;Arenas Reinaldo;Node_alt_918;#ED6869
919;Arthurs Alexia;Node_alt_919;#79C074
920;Avery Ellis;Node_alt_920;#79C074
921;Bader Ali;Node_alt_921;#ED6869
922;Bangqing Han;Node_alt_922;#ED6869
923;Barakat Ibtisam;Node_alt_923;#79C074
924;Barakat Najwa;Node_alt_924;#79C074
925;Barclay Florence L.;Node_alt_925;#79C074
926;Barnes Margaret Ayer;Node_alt_926;#79C074
927;Bastos Augusto Roa;Node_alt_927;#ED6869
928;Bennett Arnold;Node_alt_928;#ED6869
929;Okri Ben;Node_alt_929;#ED6869
930;Berg Elizabeth;Node_alt_930;#79C074
931;Bibish Bibish;Node_alt_931;#79C074
932;Bohjalian Chris;Node_alt_932;#ED6869
933;Boullosa Carmen;Node_alt_933;#79C074
934;Bradley Edward;Node_alt_934;#ED6869
935;Brown Charles;Node_alt_935;#ED6869
936;Brown William Wells;Node_alt_936;#ED6869
937;Cartland Barbara;Node_alt_937;#79C074
938;Cezair-Thompson Margaret;Node_alt_938;#79C074
939;Channer Colin;Node_alt_939;#ED6869
940;Chatterji Bankimchandra;Node_alt_940;#ED6869
941;Chikwava Brian;Node_alt_941;#ED6869
942;Chiziane Paulina;Node_alt_942;#79C074
943;Choden Kunzang;Node_alt_943;#79C074
944;Chreiteh Alexandra;Node_alt_944;#79C074
945;Clark Marcus;Node_alt_945;#ED6869
946;Cleage Pearl;Node_alt_946;#79C074
947;Cooper Helene;Node_alt_947;#79C074
948;Coover Robert;Node_alt_948;#ED6869
949;Corelli Marie;Node_alt_949;#79C074
950;Couperus Louis;Node_alt_950;#ED6869
951;Cozzens James Gould;Node_alt_951;#ED6869
952;Dangarembga Tsitsi;Node_alt_952;#79C074
953;Danticat Edwidge;Node_alt_953;#79C074
954;Dao Bei;Node_alt_954;#ED6869
955;Davis Harold Lenoir;Node_alt_955;#ED6869
956;Dennis-Benn Nicole;Node_alt_956;#79C074
957;de Recacoechea Juan;Node_alt_957;#ED6869
958;Desai Kiran;Node_alt_958;#79C074
959;de Saint-Pierre Bernardin;Node_alt_959;#ED6869
960;Diop Boubacar Boris;Node_alt_960;#ED6869
961;Disraeli Benjamin;Node_alt_961;#ED6869
962;Dowlatabadi Mahmoud;Node_alt_962;#ED6869
963;Drury Allen;Node_alt_963;#ED6869
964;Dubus III Andre;Node_alt_964;#ED6869
965;Durham David Anthony;Node_alt_965;#ED6869
966;Elsir Amir Tag;Node_alt_966;#ED6869
967;Eltayeb Tarek;Node_alt_967;#ED6869
968;Enright Anne;Node_alt_968;#79C074
969;Farah Nuruddin;Node_alt_969;#ED6869
970;Ferber Edna;Node_alt_970;#79C074
971;Flavin Martin;Node_alt_971;#ED6869
972;Fonseca Rubem;Node_alt_972;#ED6869
973;Forna Aminatta;Node_alt_973;#79C074
974;French Marilyn;Node_alt_974;#79C074
975;Gaines Ernest J.;Node_alt_975;#ED6869
976;Gargash Maha;Node_alt_976;#79C074
977;Gibbons Kaye;Node_alt_977;#79C074
978;Gide André;Node_alt_978;#ED6869
979;Goytisolo Juan;Node_alt_979;#ED6869
980;Grau Shirley Ann;Node_alt_980;#79C074
981;Green Henry;Node_alt_981;#ED6869
982;Grossmith George;Node_alt_982;#ED6869
983;Gunesekera Romesh;Node_alt_983;#ED6869
984;Guthrie Alfred Bertram Jr;Node_alt_984;#ED6869
985;Hagedorn Jessica;Node_alt_985;#79C074
986;Hamilton Jane;Node_alt_986;#79C074
987;Haynes Melinda;Node_alt_987;#79C074
988;Haywood Eliza;Node_alt_988;#79C074
989;Herbert Xavier;Node_alt_989;#ED6869
990;Hersey John;Node_alt_990;#ED6869
991;Hijuelos Oscar;Node_alt_991;#ED6869
992;Himmich Bensalem;Node_alt_992;#ED6869
993;Hoffman Alice;Node_alt_993;#79C074
994;Hoffmann ETA;Node_alt_994;#ED6869
995;Hogg James;Node_alt_995;#ED6869
996;Holleran Andrew;Node_alt_996;#ED6869
997;Holt Victoria;Node_alt_997;#79C074
998;Howatch Susan;Node_alt_998;#79C074
999;Hulme Keri;Node_alt_999;#79C074
1000;Humaydan Younes Iman;Node_alt_1000;#79C074
1001;Huong Duong Thu;Node_alt_1001;#79C074
1002;Hurston Zona Neale;Node_alt_1002;#79C074
1003;Inchbald Elizabeth;Node_alt_1003;#79C074
1004;Isegawa Moses;Node_alt_1004;#ED6869
1005;Ismailov Hamid;Node_alt_1005;#ED6869
1006;Johnson Josephine Winslow;Node_alt_1006;#79C074
1007;Jones Edward Paul;Node_alt_1007;#ED6869
1008;Krishnamurthy Kalki;Node_alt_1008;#ED6869
1009;Karunatilaka Shehan;Node_alt_1009;#ED6869
1010;Kempadoo Oonya;Node_alt_1010;#79C074
1011;King-Gamble Marcia;Node_alt_1011;#79C074
1012;Kingsley Charles;Node_alt_1012;#ED6869
1013;Kohan Martin;Node_alt_1013;#ED6869
1014;Kuroyanagi Tetsuko;Node_alt_1014;#79C074
1015;Kyomuhendo Goretti;Node_alt_1015;#79C074
1016;Labelle Claude;Node_alt_1016;#ED6869
1017;La Farge Oliver;Node_alt_1017;#ED6869
1018;Lambourne Alfred;Node_alt_1018;#ED6869
1019;Lamb Wally;Node_alt_1019;#ED6869
1020;La Motte Ellen;Node_alt_1020;#79C074
1021;Landa Gertrude;Node_alt_1021;#79C074
1022;Landor Edward;Node_alt_1022;#ED6869
1023;Lane Anna;Node_alt_1023;#79C074
1024;Lane Elinor;Node_alt_1024;#79C074
1025;Lange Dietrich;Node_alt_1025;#ED6869
1026;Lang George;Node_alt_1026;#ED6869
1027;Langworthy Daniel;Node_alt_1027;#ED6869
1028;Lanman Charles;Node_alt_1028;#ED6869
1029;Laughlin Clara;Node_alt_1029;#79C074
1030;Laut Agnes;Node_alt_1030;#79C074
1031;Lavell Edith;Node_alt_1031;#79C074
1032;Lazell Frederick;Node_alt_1032;#ED6869
1033;Leamy Edmund;Node_alt_1033;#ED6869
1034;Lee Day;Node_alt_1034;#ED6869
1035;Lee Hannah;Node_alt_1035;#ED6869
1036;Lee Holme;Node_alt_1036;#79C074
1037;LeFeuvre Amy;Node_alt_1037;#79C074
1038;Le Queux William;Node_alt_1038;#ED6869
1039;Lerrigo Charles;Node_alt_1039;#ED6869
1040;Leslie Emma;Node_alt_1040;#79C074
1041;Letts Billie;Node_alt_1041;#ED6869
1042;Lewis Charlton;Node_alt_1042;#ED6869
1043;Lim Suchen Christine;Node_alt_1043;#79C074
1044;Litchfield Grace;Node_alt_1044;#79C074
1045;Litsey Edwin;Node_alt_1045;#ED6869
1046;Livermore George;Node_alt_1046;#ED6869
1047;Locke David;Node_alt_1047;#ED6869
1048;Lockhart Caroline;Node_alt_1048;#79C074
1049;Lofts Norah;Node_alt_1049;#79C074
1050;Long Helen;Node_alt_1050;#79C074
1051;Longstreet Helen;Node_alt_1051;#79C074
1052;Loomis Charles;Node_alt_1052;#ED6869
1053;Looms George;Node_alt_1053;#ED6869
1054;Lord Karen;Node_alt_1054;#79C074
1055;Lorimer George;Node_alt_1055;#ED6869
1056;Loring Emilie;Node_alt_1056;#79C074
1057;Lott Bret;Node_alt_1057;#ED6869
1058;Lovelace Earl;Node_alt_1058;#ED6869
1059;Lowe Clara;Node_alt_1059;#79C074
1060;Lowry Edward;Node_alt_1060;#ED6869
1061;Ludovici Anthony;Node_alt_1061;#ED6869
1062;Lyle Eugene;Node_alt_1062;#ED6869
1063;Lynde Francis;Node_alt_1063;#ED6869
1064;MacKinlay Kantor;Node_alt_1064;#ED6869
1065;MacLeod Alistair;Node_alt_1065;#ED6869
1066;Mann William J.;Node_alt_1066;#ED6869
1067;Martínez Tomás Eloy;Node_alt_1067;#ED6869
1068;Matesis Pavlos;Node_alt_1068;#ED6869
1069;Mehta Gita;Node_alt_1069;#79C074
1070;Meruane Lina;Node_alt_1070;#79C074
1071;Middleton Stanley;Node_alt_1071;#ED6869
1072;Miller Caroline Pafford;Node_alt_1072;#79C074
1073;Miller Sue;Node_alt_1073;#79C074
1074;Miller Kei;Node_alt_1074;#ED6869
1075;Milne Alan Alexander;Node_alt_1075;#ED6869
1076;Mistry Rohinton;Node_alt_1076;#ED6869
1077;Mitchard Jacquelyn;Node_alt_1077;#79C074
1078;Momaday Navarre Scott;Node_alt_1078;#ED6869
1079;More Hannah;Node_alt_1079;#79C074
1080;Morgan Robert;Node_alt_1080;#ED6869
1081;Morris Mary McGarry;Node_alt_1081;#79C074
1082;Mphahlele Es'kia;Node_alt_1082;#ED6869
1083;Mukherjee Bharati;Node_alt_1083;#79C074
1084;Muller Carl;Node_alt_1084;#ED6869
1085;Murdoch Iris;Node_alt_1085;#79C074
1086;Serpell Namwali;Node_alt_1086;#79C074
1087;Narayan RK;Node_alt_1087;#ED6869
1088;Nasrallah Ibrahim;Node_alt_1088;#ED6869
1089;Nasrin Taslima;Node_alt_1089;#79C074
1090;Nesbit Edith;Node_alt_1090;#79C074
1091;Newby Percy Howard;Node_alt_1091;#ED6869
1092;Ninh Bao;Node_alt_1092;#ED6869
1093;Yi Nu Nu;Node_alt_1093;#79C074
1094;O'Connor Edwin;Node_alt_1094;#ED6869
1095;O'Dell Tawni;Node_alt_1095;#79C074
1096;St Omer Garth;Node_alt_1096;#ED6869
1097;Ondjaki Ondjaki;Node_alt_1097;#ED6869
1098;Owuor Yvonne Adhiambo;Node_alt_1098;#79C074
1099;Parajuly Prajwal;Node_alt_1099;#ED6869
1100;Parsipur Shahrnush;Node_alt_1100;#79C074
1101;Paton Alan;Node_alt_1101;#ED6869
1102;Phillips Caryl;Node_alt_1102;#ED6869
1103;Poole Ernest;Node_alt_1103;#ED6869
1104;Quindlen Anna;Node_alt_1104;#79C074
1105;Quiroga Horacio;Node_alt_1105;#ED6869
1106;Randall FJ;Node_alt_1106;#ED6869
1107;Rand Edward;Node_alt_1107;#ED6869
1108;Rankin Carroll;Node_alt_1108;#79C074
1109;Raper Eleanor;Node_alt_1109;#79C074
1110;Ratner Vaddey;Node_alt_1110;#79C074
1111;Ray Anna;Node_alt_1111;#79C074
1112;Raymond Eveline;Node_alt_1112;#79C074
1113;Reach Angus;Node_alt_1113;#ED6869
1114;Read George;Node_alt_1114;#ED6869
1115;Rebreanu Liviu;Node_alt_1115;#ED6869
1116;Rechy John;Node_alt_1116;#ED6869
