"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[]"
"[Synset('adult.n.01'), Synset('male.n.02'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01'), Synset('living_thing.n.01'), Synset('entity.n.01'), Synset('whole.n.02'), Synset('object.n.01')]"
"[]"
"[]"
"[Synset('small_indefinite_quantity.n.01'), Synset('indefinite_quantity.n.01'), Synset('measure.n.02'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[Synset('digit.n.01'), Synset('integer.n.01'), Synset('number.n.02'), Synset('definite_quantity.n.01'), Synset('measure.n.02'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[]"
"[]"
"[]"
"[Synset('sense_organ.n.01'), Synset('organ.n.01'), Synset('body_part.n.01'), Synset('part.n.03'), Synset('thing.n.12'), Synset('physical_entity.n.01'), Synset('entity.n.01')]"
"[Synset('content.n.05'), Synset('cognition.n.01'), Synset('psychological_feature.n.01'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[]"
"[Synset('sensing.n.02'), Synset('sensory_activity.n.01'), Synset('activity.n.01'), Synset('act.n.02'), Synset('event.n.01'), Synset('psychological_feature.n.01'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[]"
"[Synset('parent.n.01'), Synset('genitor.n.01'), Synset('progenitor.n.01'), Synset('ancestor.n.01'), Synset('relative.n.01'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01'), Synset('living_thing.n.01'), Synset('entity.n.01'), Synset('whole.n.02'), Synset('object.n.01')]"
"[Synset('building.n.01'), Synset('dwelling.n.01'), Synset('structure.n.01'), Synset('housing.n.01'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01'), Synset('physical_entity.n.01'), Synset('entity.n.01')]"
"[]"
"[]"
"[]"
"[Synset('adult.n.01'), Synset('male.n.02'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01'), Synset('living_thing.n.01'), Synset('entity.n.01'), Synset('whole.n.02'), Synset('object.n.01')]"
"[Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01'), Synset('physical_entity.n.01'), Synset('entity.n.01')]"
"[Synset('adult.n.01'), Synset('female.n.02'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01'), Synset('living_thing.n.01'), Synset('entity.n.01'), Synset('whole.n.02'), Synset('object.n.01')]"
"[Synset('digit.n.01'), Synset('integer.n.01'), Synset('number.n.02'), Synset('definite_quantity.n.01'), Synset('measure.n.02'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[Synset('residence.n.01'), Synset('address.n.02'), Synset('geographic_point.n.01'), Synset('point.n.02'), Synset('location.n.01'), Synset('object.n.01'), Synset('physical_entity.n.01'), Synset('entity.n.01')]"
"[]"
"[Synset('emotion.n.01'), Synset('feeling.n.01'), Synset('state.n.02'), Synset('attribute.n.02'), Synset('abstraction.n.06'), Synset('entity.n.01')]"
"[]"
